Uniq,Season,WTeamID,NumWin,NumLost,Win,Avg.Score,FG,Avg.FGM,X3PT,Avg.FGM3,FT,Avg.FTM,Avg.Rebound_Off,Avg.Rebound_Def,Avg.Rebound_Total,Avg.Stl,Avg.Blk,Avg.PF,Avg.TO,Avg.Ast,Seed,TeamName,FirstD1Season,LastD1Season,ConfAbbrev,Description,Regular.Season.Champ,Conf..Tourney.Champ,March.Madness.Champ,NumChamp
3897,2014,1281,22,11,66.67,72.88,45.42,23.58,34.16,5.85,74.21,19.88,11.12,26.15,37.27,5,3.27,19.24,12.61,10.33,0,Missouri,1985,2018,sec,Southeastern Conference,0,0,0,0
3898,2014,1282,10,19,34.48,69.28,43.19,24.48,30.48,5.66,63.24,14.66,9.38,23.03,32.41,7,2.34,20.69,13,11.76,0,Missouri KC,1990,2018,wac,Western Athletic Conference,0,0,0,0
3899,2014,1283,19,12,61.29,68.32,43.1,22.87,36.18,6.97,70.45,15.61,9.13,23.52,32.65,4.77,2.81,19.87,11.19,11.87,0,Missouri St,1985,2018,mvc,Missouri Valley Conference,0,0,0,0
3900,2014,1284,11,21,34.38,69,42.04,24.25,33.59,5.53,63.95,14.97,12.91,24.09,37,6.94,3,21.81,14.44,12.06,0,Monmouth NJ,1985,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
3901,2014,1285,15,13,53.57,69.96,47.28,23.57,37.03,7.39,73.22,15.43,7.25,20.21,27.46,4.79,2.61,20.79,9.96,11.36,0,Montana,1985,2018,big_sky,Big Sky Conference,0,0,0,0
3902,2014,1286,12,17,41.38,65.21,42.69,22.45,33.75,5.59,71.29,14.72,8.66,21.93,30.59,6.31,1.55,18.21,11.79,9.72,0,Montana St,1985,2018,big_sky,Big Sky Conference,0,0,0,0
3903,2014,1287,18,13,58.06,75.06,44.52,24.39,30.14,5.39,70.9,20.9,13.29,23.81,37.1,7.58,2.87,23.81,15.87,12.65,0,Morehead St,1985,2018,ovc,Ohio Valley Conference,0,0,0,0
3904,2014,1288,15,16,48.39,71.45,42.8,25.81,26.12,4.52,61.21,15.32,14.39,24,38.39,6.32,5.06,20.9,13,12.71,0,Morgan St,1985,2018,meac,Mid-Eastern Athletic Conference,0,0,0,0
3905,2014,1290,6,23,20.69,68.86,40.08,24.03,31.07,6.31,66.88,14.48,11.9,22.83,34.72,7.34,1.86,22.69,14.9,10.62,0,MS Valley St,1985,2018,swac,Southwest Athletic Conference,0,0,0,0
3906,2014,1291,16,16,50,76.25,44.07,25.66,35.63,8.88,74.06,16.06,10.06,22.12,32.19,7.16,3.06,18.75,12,11.75,16,Mt St Mary's,1989,2018,nec,Northeast Conference,0,0,0,0
3907,2014,1292,22,9,70.97,68.45,44.57,23.81,34.24,5.29,65.94,15.55,11.84,24,35.84,7.1,4.74,20.16,12.61,12.58,0,MTSU,1985,2018,cusa,Conference USA,0,0,0,0
3908,2014,1293,16,11,59.26,76.26,46.86,25.7,37.69,7.37,65.28,17.48,11.7,23.7,35.41,5.33,3.89,19.22,12.74,12.81,0,Murray St,1985,2018,ovc,Ohio Valley Conference,0,0,0,0
3909,2014,1294,16,13,55.17,72.38,48.44,26.24,37.7,5.76,69.97,14.14,10.66,20.52,31.17,5.69,2,19.31,11.1,11.59,0,N Colorado,2005,2018,big_sky,Big Sky Conference,0,0,0,0
3910,2014,1295,22,6,78.57,74.75,50.3,26.57,34.91,5,75.36,16.61,9.14,22.89,32.04,6.14,4.29,18.29,9.93,11.5,12,N Dakota St,2006,2018,summit,Summit League,0,0,0,0
3911,2014,1296,14,17,45.16,60.68,38.47,19.48,27.58,4.23,68.26,17.48,12.84,23.68,36.52,6.52,3.32,20.39,14.84,8.13,0,N Illinois,1985,2018,mac,Mid-American Conference,0,0,0,0
3912,2014,1297,9,21,30,68.13,43.51,23.47,34.86,7.6,70.59,13.6,9.53,21.8,31.33,5.43,2.97,20.77,11.6,11.13,0,N Kentucky,2013,2018,a_sun,Atlantic Sun Conference,0,0,0,0
3913,2014,1298,8,21,27.59,59.38,39.67,21.38,32.94,6.66,62.96,9.97,10.76,21.97,32.72,6.45,3.21,19.03,12.69,12.24,0,Navy,1985,2018,patriot,Patriot League,0,0,0,0
3914,2014,1299,8,23,25.81,64.45,37.56,19.19,29.53,5.26,69.5,20.81,12.26,23.94,36.19,4.55,3.97,23.32,15.03,9.06,0,NC A&T,1985,2018,meac,Mid-Eastern Athletic Conference,0,0,0,0
3915,2014,1300,26,5,83.87,72.23,45.43,23.9,32.57,5.03,72.58,19.39,11.45,23.16,34.61,7.68,3.84,20.1,11.39,14.1,14,NC Central,2008,2018,meac,Mid-Eastern Athletic Conference,0,0,0,0
3916,2014,1301,21,13,61.76,70.79,45.87,26.26,30.28,4.47,66.15,13.79,11.94,22.38,34.32,4.76,3.97,18.71,10.41,12.94,12,NC State,1985,2018,acc,Atlantic Coast Conference,0,0,0,0
3917,2014,1303,13,14,48.15,79,43.91,26.7,34.18,7,76.99,18.59,10.41,23.41,33.81,7.67,2.44,19.33,12.63,14.74,0,NE Omaha,2012,2018,summit,Summit League,0,0,0,0
3918,2014,1304,19,12,61.29,67,42.7,22.45,33.89,5.94,71.88,16.16,8.81,24.55,33.35,6.87,2.97,20.29,10.9,9.58,11,Nebraska,1985,2018,big_ten,Big Ten Conference,0,0,0,0
3919,2014,1305,15,17,46.88,72.38,43.38,24.88,33.75,6.69,72.86,15.94,11,23.78,34.78,5,4.5,18.88,10.41,10.84,0,Nevada,1985,2018,mwc,Mountain West Conference,0,0,0,0
3920,2014,1306,5,24,17.24,56.59,36.91,19,32.9,7.03,69.5,11.55,9.55,24.03,33.59,4,3.17,19.34,12.97,9.55,0,New Hampshire,1985,2018,aec,America East Conference,0,0,0,0
3921,2014,1307,27,6,81.82,74.64,46.03,25.09,33.74,5.85,72.66,18.61,10.64,27.52,38.15,4.85,5.15,16.94,10.61,15.45,7,New Mexico,1985,2018,mwc,Mountain West Conference,0,0,0,0
3922,2014,1308,25,9,73.53,76.65,48.67,25.79,36.23,5.15,68.59,19.91,12.03,25.26,37.29,4.65,6.21,17.15,12.65,13,13,New Mexico St,1985,2018,wac,Western Athletic Conference,0,0,0,0
3923,2014,1309,9,15,37.5,69.83,42.01,22.67,32.88,5.04,69.6,19.46,12.42,23.17,35.58,6.04,2.92,21.25,16.88,11.25,0,New Orleans,1985,2018,southland,Southland Conference,0,0,0,0
3924,2014,1310,7,26,21.21,75.27,42.89,25.33,29.96,5.03,68.22,19.58,12.39,21.91,34.3,6.97,2.15,23.76,13.64,10,0,Niagara,1985,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
3925,2014,1311,13,15,46.43,67.82,44.12,23.96,30.44,6.14,64.06,13.75,9.75,21.46,31.21,5.68,2.82,23.89,12.29,13.07,0,Nicholls St,1985,2018,southland,Southland Conference,0,0,0,0
3926,2014,1312,9,16,36,68.68,41.76,23.12,35.71,7,71.88,15.44,9.16,23.52,32.68,6.28,3,21,12.88,12.08,0,NJIT,2007,2018,ind,Independent,0,0,0,0
3927,2014,1313,16,14,53.33,68.73,45.17,24.47,34.26,5.37,68.84,14.43,12.27,22.13,34.4,6.23,3.77,19.53,13.13,13.1,0,Norfolk St,1998,2018,meac,Mid-Eastern Athletic Conference,0,0,0,0
3928,2014,1314,23,9,71.88,76.31,46.29,27.72,33.58,4.19,62.53,16.69,14.06,25.69,39.75,7.31,4.78,20.31,12.03,15.56,6,North Carolina,1985,2018,acc,Atlantic Coast Conference,0,0,0,0
3929,2014,1315,15,16,48.39,73,45.07,25.39,31.83,5.68,69.04,16.55,10.9,19.87,30.77,8.03,2.55,20.35,11.23,11.94,0,North Dakota,2009,2018,big_sky,Big Sky Conference,0,0,0,0
3930,2014,1316,14,16,46.67,70.63,43.18,23.97,35.43,6.93,70.07,15.77,12.1,24.4,36.5,5.03,3.73,18.77,15.1,11.93,0,North Florida,2006,2018,a_sun,Atlantic Sun Conference,0,0,0,0
3931,2014,1317,14,16,46.67,69.17,42,23.97,34.22,5.13,68.32,16.1,10.87,25.2,36.07,6.5,3.57,20.03,12.7,10.1,0,North Texas,1985,2018,cusa,Conference USA,0,0,0,0
3932,2014,1318,11,21,34.38,65.91,43.38,22.94,32.43,4.88,64.49,15.16,11.28,23.62,34.91,5.41,3.44,17.28,13.12,11.59,0,Northeastern,1985,2018,caa,Colonial Athletic Association,0,0,0,0
3933,2014,1319,14,17,45.16,66.48,44.99,24.06,34.98,5.26,71.35,13.1,10.61,22.03,32.65,6.13,3.97,17.77,12.58,10.48,0,Northern Arizona,1985,2018,big_sky,Big Sky Conference,0,0,0,0
3934,2014,1320,15,15,50,72.33,44.85,24.37,35.92,8.5,72.25,15.1,8.63,23.9,32.53,5.57,2.93,18.17,10.63,13.9,0,Northern Iowa,1985,2018,mvc,Missouri Valley Conference,0,0,0,0
3935,2014,1321,14,19,42.42,59.52,39.61,20.15,30.65,6.58,69.97,12.64,7.55,25,32.55,4.3,3.64,18.45,10.91,11.03,0,Northwestern,1985,2018,big_ten,Big Ten Conference,0,0,0,0
3936,2014,1322,15,14,51.72,85.45,46.78,30.31,34,5.83,73.76,19,12.48,25,37.48,8.1,5,20.59,13.21,16.52,0,Northwestern LA,1985,2018,southland,Southland Conference,0,0,0,0
3937,2014,1323,15,17,46.88,71.97,45.55,26.22,35.79,7.12,71.79,12.41,10.75,23.03,33.78,5.84,3.03,16.19,10.34,15.12,0,Notre Dame,1985,2018,acc,Atlantic Coast Conference,0,0,0,0
3938,2014,1324,11,20,35.48,73.61,42.81,24.68,36.57,8.52,72.4,15.74,9.03,21.84,30.87,6.94,1.71,20.1,11.23,15.58,0,Oakland,2000,2018,horizon,Horizon League,0,0,0,0
3939,2014,1325,22,11,66.67,71.27,45.58,25.15,34.86,7.39,71.45,13.58,9.64,25.24,34.88,6.48,4.24,19.61,12.91,14.7,0,Ohio,1985,2018,mac,Mid-American Conference,0,0,0,0
3940,2014,1326,25,9,73.53,69.79,44.88,24.09,32.56,5.79,68.89,15.82,10.09,24,34.09,7.65,4.5,16.5,11.18,12.03,6,Ohio St,1985,2018,big_ten,Big Ten Conference,0,0,0,0
3941,2014,1328,23,9,71.88,82.16,45.06,27.62,37.81,8.53,75,18.38,11.88,25.78,37.66,6.84,3.28,19.03,11.44,14.66,5,Oklahoma,1985,2018,big_twelve,Big 12 Conference,0,0,0,0
3942,2014,1329,21,12,63.64,80.33,46.48,26.42,36.82,7.15,72.38,20.33,9.55,25.7,35.24,7.58,4.79,19.61,10.42,13.64,9,Oklahoma St,1985,2018,big_twelve,Big 12 Conference,0,0,0,0
3943,2014,1330,16,17,48.48,63.42,42.63,22.61,32.57,5.15,61.4,13.06,11.76,23.67,35.42,6.12,4.09,19.7,13.39,10.27,0,Old Dominion,1985,2018,cusa,Conference USA,0,0,0,0
3944,2014,1331,15,16,48.39,71.42,46.06,25.1,35.77,4.74,72.18,16.48,10.81,24.03,34.84,5.19,4.39,19.74,11.19,12,0,Oral Roberts,1985,2018,southland,Southland Conference,0,0,0,0
3945,2014,1332,23,9,71.88,81.84,46.8,27.41,39.21,7.78,76.62,19.25,10.78,23.5,34.28,7.94,3.38,21.25,11.66,14.44,7,Oregon,1985,2018,pac_twelve,Pacific-12 Conference,0,0,0,0
3946,2014,1333,16,15,51.61,75.26,48.46,25.45,39.31,5.52,69.61,18.84,9.81,24.68,34.48,4.87,4.71,19.03,13.58,13.39,0,Oregon St,1985,2018,pac_twelve,Pacific-12 Conference,0,0,0,0
3947,2014,1334,14,15,48.28,72.14,43.66,24,36.42,6.52,77.31,17.62,10.86,23.45,34.31,5,1.83,23,12.17,12.07,0,Pacific,1985,2018,wcc,West Coast Conference,0,0,0,0
3948,2014,1335,8,20,28.57,68.25,45.06,24.43,32.11,5,67.85,14.39,9.57,23.96,33.54,5.82,3.43,22.61,16.11,14.57,0,Penn,1985,2018,ivy,Ivy League,0,0,0,0
3949,2014,1336,15,17,46.88,71.5,43.28,24.56,31.84,6.22,74.71,16.16,10.34,24.62,34.97,4.5,4.66,20.91,10.53,11.53,0,Penn St,1985,2018,big_ten,Big Ten Conference,0,0,0,0
3950,2014,1337,14,16,46.67,70.83,45.19,24.73,36.21,6.43,70,14.93,10.2,24.3,34.5,4.6,4.2,19,12.1,13.6,0,Pepperdine,1985,2018,wcc,West Coast Conference,0,0,0,0
3951,2014,1338,25,9,73.53,72.47,46.12,24.85,35.64,5.15,71.06,17.62,12.15,23.94,36.09,7,3,17.5,10.56,15.62,9,Pittsburgh,1985,2018,acc,Atlantic Coast Conference,0,0,0,0
3952,2014,1339,15,16,48.39,75.06,45.56,26.13,39.38,6.16,73.5,16.65,10.94,25.06,36,5.94,4.13,20,11.81,15.23,0,Portland,1985,2018,wcc,West Coast Conference,0,0,0,0
3953,2014,1340,15,14,51.72,71.66,46.13,24.86,36.24,6.31,73.18,15.62,8.62,20.97,29.59,5.76,2,19.48,11.52,12.79,0,Portland St,1999,2018,big_sky,Big Sky Conference,0,0,0,0
3954,2014,1341,10,23,30.3,68.55,41.1,23.52,33.86,6.52,64.62,15,11.85,22.3,34.15,7.09,2.61,21.91,14.39,10.48,0,Prairie View,1985,2018,swac,Southwest Athletic Conference,0,0,0,0
3955,2014,1342,4,26,13.33,63.83,44.66,23.57,34.69,5.7,68.18,11,7.07,22.5,29.57,4.33,2.73,15.47,12.7,11.13,0,Presbyterian,2008,2018,big_south,Big South Conference,0,0,0,0
3956,2014,1343,19,8,70.37,71.19,44.84,23.52,36.22,9.15,72.32,15,8.26,24.15,32.41,6.19,3.44,17.37,11.15,14.22,0,Princeton,1985,2018,ivy,Ivy League,0,0,0,0
3957,2014,1344,23,11,67.65,73.21,42.52,24.15,34.97,6.29,78.15,18.62,12.44,24.38,36.82,5.59,4.85,17.32,11.65,13.65,11,Providence,1985,2018,big_east,Big East Conference,0,1,0,1
3958,2014,1345,15,17,46.88,72.25,42.68,25.69,32.71,5.5,67.12,15.38,13.91,25.34,39.25,5.59,5.25,20.69,12.28,13.09,0,Purdue,1985,2018,big_ten,Big Ten Conference,0,0,0,0
3959,2014,1346,20,11,64.52,79.13,42.48,26.16,35.31,5.39,71.47,21.42,16.84,28.65,45.48,3.52,4.61,19.61,12.52,12.77,0,Quinnipiac,1999,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
3960,2014,1347,18,12,60,75.93,46.53,26.8,34.71,5.9,69.73,16.43,11.13,23.17,34.3,6.53,3.63,19.37,10.97,12.13,0,Radford,1985,2018,big_south,Big South Conference,0,0,0,0
3961,2014,1348,13,18,41.94,67.84,44.32,23.55,31.51,4.65,65.4,16.1,11.06,24.74,35.81,5,5.23,20.32,14.03,11.94,0,Rhode Island,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
3962,2014,1349,5,23,17.86,61.25,40.76,21.36,32.39,7.79,64.32,10.75,7.39,23.96,31.36,4.46,1.89,19.18,12.89,13.93,0,Rice,1985,2018,cusa,Conference USA,0,0,0,0
3963,2014,1350,19,14,57.58,66.55,42.21,22.73,32.2,6.33,66.9,14.76,9.21,23.33,32.55,5.85,4.3,19.27,10.64,10.58,0,Richmond,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
3964,2014,1351,14,17,45.16,73.94,43.6,23.97,39.7,7.65,73.14,18.35,10.87,22.65,33.52,6.06,2.87,20.1,13.19,12.16,0,Rider,1985,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
3965,2014,1352,21,13,61.76,71.56,43.8,24.62,38.32,7.24,72.66,15.09,10.76,22.38,33.15,7.12,1.79,18.41,11.32,12.29,0,Robert Morris,1985,2018,nec,Northeast Conference,0,0,0,0
3966,2014,1353,11,21,34.38,69.72,41.98,24.44,32.92,5.88,70.34,14.97,12.03,22.88,34.91,5.78,4.38,20.53,12.56,12.34,0,Rutgers,1985,2018,aac,American Athletic Conference,0,0,0,0
3967,2014,1354,7,21,25,62,39.17,22.29,27.96,4.89,65.61,12.54,13.5,23.07,36.57,5.39,3.14,19.54,15.18,11.93,0,S Carolina St,1985,2018,meac,Mid-Eastern Athletic Conference,0,0,0,0
3968,2014,1355,16,12,57.14,71.57,43.68,23.43,33.52,6.36,76.72,18.36,9.96,24.82,34.79,5.32,2.89,17.79,11.86,12.86,0,S Dakota St,2006,2018,summit,Summit League,0,0,0,0
3969,2014,1356,13,19,40.62,66,45.02,23.31,32.95,4.53,67.57,14.84,11.03,22.09,33.12,7.25,2.12,18.91,11.97,9.91,0,S Illinois,1985,2018,mvc,Missouri Valley Conference,0,0,0,0
3970,2014,1357,5,26,16.13,69.74,41.29,24.45,32.67,6.35,68.55,14.48,12.23,22.29,34.52,5.35,2.1,19.94,12.19,12.52,0,Sacred Heart,2000,2018,nec,Northeast Conference,0,0,0,0
3971,2014,1358,21,10,67.74,73.87,45.34,24.16,37.89,6.71,66.82,18.84,11.77,21.9,33.68,6.58,3.19,22.06,12.81,14.71,0,Sam Houston St,1987,2018,southland,Southland Conference,0,0,0,0
3972,2014,1359,10,20,33.33,69.77,47.33,25.43,32.58,4.83,67.3,14.07,8.73,22.47,31.2,5.67,2.9,21.4,12.83,13.4,0,Samford,1985,2018,southern,Southern Conference,0,0,0,0
3973,2014,1360,14,16,46.67,65.73,43.98,22.3,38.03,6.57,69.26,14.57,9.17,22.77,31.93,5.43,3.77,18.83,11.83,10.87,0,San Diego,1985,2018,wcc,West Coast Conference,0,0,0,0
3974,2014,1361,27,4,87.1,68.35,42.52,23.55,33.95,4.74,66.41,16.52,12.9,23.9,36.81,7.45,4.97,16.65,9.77,9.35,4,San Diego St,1985,2018,mwc,Mountain West Conference,0,0,0,0
3975,2014,1362,19,11,63.33,73.83,47.3,25.7,37,6.73,64.17,15.7,11.07,24.37,35.43,5.07,2.5,19.4,11.67,14.47,0,San Francisco,1986,2018,wcc,West Coast Conference,0,0,0,0
3976,2014,1363,5,24,17.24,61.31,36.94,20,32.84,8.45,72.01,12.86,10.17,24.62,34.79,4.21,2.69,20.69,13.38,10.9,0,San Jose St,1985,2018,mwc,Mountain West Conference,0,0,0,0
3977,2014,1364,19,9,67.86,70.71,46.46,24.14,38.68,6.89,71.31,15.54,9.68,24.96,34.64,4.93,4.82,18.89,11.29,15.57,0,Santa Barbara,1985,2018,big_west,Big West Conference,0,0,0,0
3978,2014,1365,12,19,38.71,69.65,42.11,23.58,36.44,7.32,73.44,15.16,10.26,21.35,31.61,5.77,4.06,20.39,10.23,11.74,0,Santa Clara,1985,2018,wcc,West Coast Conference,0,0,0,0
3979,2014,1366,11,19,36.67,60.27,41.64,21.27,30.82,4.77,65.27,12.97,10.87,22.4,33.27,6.7,4.8,20.9,15.6,9.97,0,Savannah St,2003,2018,meac,Mid-Eastern Athletic Conference,0,0,0,0
3980,2014,1367,17,14,54.84,72.39,44.97,25.55,32.03,6.32,67.15,14.97,12.32,25.16,37.48,6.42,3.48,18.58,12.29,15.32,0,SC Upstate,2008,2018,a_sun,Atlantic Sun Conference,0,0,0,0
3981,2014,1368,10,18,35.71,67.93,43.63,23.36,36.5,6.86,68.84,14.36,8.5,22.93,31.43,4.25,3.93,20.25,12.36,11.57,0,SE Louisiana,1985,2018,southland,Southland Conference,0,0,0,0
3982,2014,1369,16,14,53.33,80.9,49.57,29.13,35.58,6.5,69.44,16.13,10.83,25.6,36.43,6.83,4.2,20.13,13.37,16,0,SE Missouri St,1992,2018,ovc,Ohio Valley Conference,0,0,0,0
3983,2014,1370,11,17,39.29,70.46,42.15,24.82,34.18,7.68,65.95,13.14,13.07,23.54,36.61,6.07,3.18,22.21,13.82,13.21,0,Seattle,2009,2018,wac,Western Athletic Conference,0,0,0,0
3984,2014,1371,17,17,50,71.82,45.41,24,35.8,7.41,72.09,16.41,8.47,23.97,32.44,6.65,2.74,19.85,12.21,13.29,0,Seton Hall,1985,2018,big_east,Big East Conference,0,0,0,0
3985,2014,1372,29,2,93.55,75.84,46.14,26.23,35.18,7.16,71.15,16.23,13,20.61,33.61,7.03,3.16,20.9,10.97,16.42,12,SF Austin,1987,2018,southland,Southland Conference,0,0,0,0
3986,2014,1373,15,17,46.88,69.91,42.1,24.16,32.4,4.34,71.88,17.25,14.09,23.72,37.81,5.88,4.59,22.97,14.16,13.69,0,Siena,1985,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
3987,2014,1374,23,9,71.88,71.38,48.69,25.47,37.24,4.56,68.37,15.88,10.62,25.62,36.25,7.5,4.59,19.41,13.69,15.22,0,SMU,1985,2018,aac,American Athletic Conference,0,0,0,0
3988,2014,1375,8,20,28.57,67.39,39.42,22.5,33.28,7.93,69.59,14.46,11.82,24.68,36.5,4.79,3.96,20.36,12.46,11.25,0,South Alabama,1985,2018,sun_belt,Sun Belt Conference,0,0,0,0
3989,2014,1376,14,20,41.18,68.32,41.28,22.5,37.79,5.74,70.6,17.59,13.76,21.59,35.35,6.29,3.76,22.68,14.26,12.24,0,South Carolina,1985,2018,sec,Southeastern Conference,0,0,0,0
3990,2014,1377,9,18,33.33,66.89,42.87,22.48,35.18,6.11,75.71,15.81,8.26,23.19,31.44,5.15,3.7,17.41,12.56,11.74,0,South Dakota,2009,2018,summit,Summit League,0,0,0,0
3991,2014,1378,12,20,37.5,65.62,43.44,23.47,25.8,3.03,66.18,15.66,11.06,24,35.06,5.81,3.69,17.69,12.84,12.56,0,South Florida,1985,2018,aac,American Athletic Conference,0,0,0,0
3992,2014,1379,25,6,80.65,70.68,45.36,23.32,34.32,5.26,70.04,18.77,12.61,22.87,35.48,7.71,1.97,21.03,13.45,13.39,0,Southern Miss,1985,2018,cusa,Conference USA,0,0,0,0
3993,2014,1380,16,13,55.17,68.24,44,24.41,34.55,5.86,62.18,13.55,11.28,26.45,37.72,5.55,4.97,22.03,14,12.28,0,Southern Univ,1985,2018,swac,Southwest Athletic Conference,0,0,0,0
3994,2014,1381,1,27,3.57,58.04,40.2,20.07,32.64,4.5,68.18,13.39,7.93,20.32,28.25,4.18,3.21,23.29,13.89,10.75,0,Southern Utah,1989,2018,big_sky,Big Sky Conference,0,0,0,0
3995,2014,1382,18,15,54.55,73.36,45.51,25.94,32.63,4.7,71.58,16.79,12.67,22.61,35.27,6.97,4.21,20.24,12.82,13.42,0,St Bonaventure,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
3996,2014,1383,17,14,54.84,68.52,42.88,24.29,31.47,6,68.14,13.94,11.9,25.03,36.94,5.65,5.39,19.94,13.1,12.13,0,St Francis NY,1985,2018,nec,Northeast Conference,0,0,0,0
3997,2014,1384,10,21,32.26,61.81,40.93,21.77,31.98,7.1,64.19,11.16,9.03,21.1,30.13,5.68,2.74,15.52,10.74,11.65,0,St Francis PA,1985,2018,nec,Northeast Conference,0,0,0,0
3998,2014,1385,20,12,62.5,72.66,44.81,26.19,34.18,4.62,69.87,15.66,11.25,25.44,36.69,6.81,7.59,18.84,10.84,13.06,0,St John's,1985,2018,big_east,Big East Conference,0,0,0,0
3999,2014,1386,24,9,72.73,71.27,46.86,24.64,38.03,7.36,64.14,14.64,9.61,26.3,35.91,4.48,4.61,15.82,12.33,14.06,10,St Joseph's PA,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
4000,2014,1387,25,6,80.65,70.06,44.45,24.29,32.01,5.71,71.08,15.77,9.94,25.74,35.68,7.39,4.23,17.29,12.61,14.1,5,St Louis,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
4001,2014,1388,21,11,65.62,71.66,44.95,23.5,37.95,6.94,70.79,17.72,11.78,22.28,34.06,5.47,3.31,19.28,11.44,12.25,0,St Mary's CA,1985,2018,wcc,West Coast Conference,0,0,0,0
4002,2014,1389,14,17,45.16,63.26,40.7,21.26,31.59,5.26,70.38,15.48,10.61,23.35,33.97,6.42,4.35,18.29,12.03,9.77,0,St Peter's,1985,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
4003,2014,1390,21,12,63.64,73.52,46.44,25.27,37.07,5.91,70.29,17.06,9.67,25.18,34.85,5.09,4.24,18.06,11.24,11.79,10,Stanford,1985,2018,pac_twelve,Pacific-12 Conference,0,0,0,0
4004,2014,1391,7,24,22.58,61.81,41.95,22.03,29.39,5.13,66.27,12.61,9.45,20.39,29.84,5.61,3.74,17.06,12.35,11.94,0,Stetson,1985,2018,a_sun,Atlantic Sun Conference,0,0,0,0
4005,2014,1392,22,10,68.75,71.56,45.43,25.31,35.68,5.38,71.97,15.56,11.41,25.03,36.44,5.97,3.03,19.06,12.41,12.75,0,Stony Brook,2000,2018,aec,America East Conference,0,0,0,0
4006,2014,1393,27,5,84.38,68.16,43.7,24.06,33.47,5,70.32,15.03,13.19,22.06,35.25,8.03,4.94,15.91,8.91,11.94,3,Syracuse,1985,2018,acc,Atlantic Coast Conference,0,0,0,0
4007,2014,1394,16,14,53.33,68.4,47.23,24.4,36.78,4.27,66.96,15.33,11.07,22.1,33.17,6.57,3.13,20.03,12.33,12.13,0,TAM C. Christi,2003,2018,southland,Southland Conference,0,0,0,0
4008,2014,1395,8,22,26.67,63.33,40.08,20.8,31.9,4.7,73.21,17.03,8.4,21.23,29.63,6.1,3.17,17.23,11.7,11.13,0,TCU,1985,2018,big_twelve,Big 12 Conference,0,0,0,0
4009,2014,1396,9,22,29.03,73.9,42.81,26.71,33.84,6.48,70.68,14,12.35,23.19,35.55,5.81,3.52,18.48,10.55,13.58,0,Temple,1985,2018,aac,American Athletic Conference,0,0,0,0
4010,2014,1397,20,12,62.5,70.5,44.25,24.41,32.96,5.56,70.78,16.12,13.72,25.03,38.75,5.19,4.72,17.19,10.88,12.09,11,Tennessee,1985,2018,sec,Southeastern Conference,0,0,0,0
4011,2014,1398,4,25,13.79,67.34,42.53,23.07,29.45,4.97,69.57,16.24,11.17,21.62,32.79,5.34,2.72,21.28,12.21,10.21,0,Tennessee St,1985,2018,ovc,Ohio Valley Conference,0,0,0,0
4012,2014,1399,15,16,48.39,70.06,44.79,23.97,32.58,5.55,67.19,16.58,12.1,22.52,34.61,6.61,4.35,22.71,15.32,11.9,0,Tennessee Tech,1985,2018,ovc,Ohio Valley Conference,0,0,0,0
4013,2014,1400,23,10,69.7,74.12,43.09,25.79,32.44,5.12,66.4,17.42,15.06,26.7,41.76,5.76,6,19.06,12.36,12.76,7,Texas,1985,2018,big_twelve,Big 12 Conference,0,0,0,0
4014,2014,1401,17,15,53.12,65.16,42.88,22.97,32.12,5.81,64.32,13.41,9.44,24.03,33.47,6.5,3.97,18.12,11.28,12.78,0,Texas A&M,1985,2018,sec,Southeastern Conference,0,0,0,0
4015,2014,1402,6,23,20.69,60.38,42.87,22.07,30.72,4.72,66.67,11.52,9.59,21.83,31.41,5.86,2.79,18.45,13.69,10.83,0,Texas St,1985,2018,sun_belt,Sun Belt Conference,0,0,0,0
4016,2014,1403,14,18,43.75,68.44,45.58,24.47,31.11,4.38,72.78,15.12,11.78,21.16,32.94,6.12,3.66,18.91,12.03,11.44,0,Texas Tech,1985,2018,big_twelve,Big 12 Conference,0,0,0,0
4017,2014,1404,6,23,20.69,73.45,42.08,25.45,34.93,7.28,72.03,15.28,11.45,19.93,31.38,7.48,2.55,20.9,11.45,13.52,0,TN Martin,1993,2018,ovc,Ohio Valley Conference,0,0,0,0
4018,2014,1405,26,6,81.25,79.16,46.2,27.16,35.24,5.78,73.23,19.06,12.69,23.03,35.72,6.56,2.94,17.53,10.25,15,0,Toledo,1985,2018,mac,Mid-American Conference,0,0,0,0
4019,2014,1406,22,10,68.75,72.25,44.81,23.22,35.55,5.84,69.99,19.97,11.72,26.53,38.25,3.94,4.66,20.12,11.25,9.66,0,Towson,1985,2018,caa,Colonial Athletic Association,0,0,0,0
